country,Year,GDP,Population,Suicide
United Arab Emirates,1991,0.389,0.0761,77.6
United Arab Emirates,1992,2.9,0.0746,84.2
United Arab Emirates,1993,-0.853,0.0714,91.7
United Arab Emirates,1994,7.82,0.0678,99.2
United Arab Emirates,1995,6.39,0.0648,111
United Arab Emirates,1996,5.14,0.0708,117
United Arab Emirates,1997,8.1,0.0737,125
United Arab Emirates,1998,0.889,0.073,129
United Arab Emirates,1999,3.58,0.0698,136
United Arab Emirates,2000,11.2,0.066,143
United Arab Emirates,2001,1.86,0.0734,152
United Arab Emirates,2002,0.825,0.0755,163
United Arab Emirates,2003,11.5,0.073,194
United Arab Emirates,2004,12.9,0.0669,229
United Arab Emirates,2005,15.8,0.0591,256
United Arab Emirates,2006,21.1,0.0647,293
United Arab Emirates,2007,16.4,0.0629,347
United Arab Emirates,2008,13.9,0.0561,312
United Arab Emirates,2009,0.107,0.0472,358
United Arab Emirates,2010,6.47,0.0389,399
United Arab Emirates,2011,7.28,0.0396,423
United Arab Emirates,2012,4.08,0.0403,436
United Arab Emirates,2013,2.99,0.0402,443
United Kingdom,1990,0.771,0.0677,6320
United Kingdom,1991,-1.47,0.0653,6280
United Kingdom,1992,0.164,0.0631,6240
United Kingdom,1993,2.27,0.0611,6180
United Kingdom,1994,4.3,0.0596,6110
United Kingdom,1995,3.04,0.0587,6080
United Kingdom,1996,2.92,0.0587,6030
United Kingdom,1997,3.44,0.0592,5970
United Kingdom,1998,3.85,0.06,5970
United Kingdom,1999,3.61,0.0608,5930
United Kingdom,2000,4.46,0.0615,5840
United Kingdom,2001,3.14,0.063,5710
United Kingdom,2002,2.72,0.0643,5640
United Kingdom,2003,3.58,0.0652,5570
United Kingdom,2004,2.95,0.0656,5540
United Kingdom,2005,1.95,0.0657,5490
United Kingdom,2006,2.58,0.0659,5520
United Kingdom,2007,3.39,0.0658,5520
United Kingdom,2008,-1.16,0.0652,5590
United Kingdom,2009,-4.39,0.0642,5590
United Kingdom,2010,1.75,0.0631,5600
United Kingdom,2011,0.841,0.0623,5620
United Kingdom,2012,0.198,0.0614,5620
United Kingdom,2013,1.76,0.0604,5680
United States,1990,1.61,0.0712,34600
United States,1991,-0.626,0.07,34700
United States,1992,2.96,0.0691,34900
United States,1993,2.52,0.0687,35300
United States,1994,3.9,0.0686,35500
United States,1995,2.43,0.0688,35600
United States,1996,3.72,0.0689,35400
United States,1997,4.46,0.0692,35300
United States,1998,4.41,0.0696,35300
United States,1999,4.88,0.0702,35200
United States,2000,4.16,0.0708,35700
United States,2001,1.16,0.0714,36400
United States,2002,1.91,0.0719,37200
United States,2003,2.66,0.0723,37800
United States,2004,3.49,0.0728,38300
United States,2005,3.08,0.0731,39000
United States,2006,2.61,0.0729,39700
United States,2007,1.86,0.0728,40400
United States,2008,-0.392,0.0726,41000
United States,2009,-3.48,0.0723,41600
United States,2010,2.88,0.0718,42300
United States,2011,1.99,0.0713,43100
United States,2012,2.94,0.0703,43900
United States,2013,2.03,0.0691,44700
Uruguay,1990,0.857,0.0837,387
Uruguay,1991,2.9,0.0845,421
Uruguay,1992,7.43,0.0853,426
Uruguay,1993,3.15,0.0859,439
Uruguay,1994,5.52,0.0859,450
Uruguay,1995,-1.97,0.0852,472
Uruguay,1996,5,0.0839,486
Uruguay,1997,4.95,0.082,517
Uruguay,1998,4.56,0.0798,549
Uruguay,1999,-2.87,0.0779,560
Uruguay,2000,-1.53,0.0767,579
Uruguay,2001,-3.79,0.0758,589
Uruguay,2002,-11.5,0.0757,611
Uruguay,2003,1.57,0.0761,602
Uruguay,2004,11.2,0.0767,598
Uruguay,2005,6.12,0.0774,594
Uruguay,2006,3.98,0.0779,605
Uruguay,2007,6.5,0.0785,615
Uruguay,2008,7.18,0.079,611
Uruguay,2009,2.43,0.0793,617
Uruguay,2010,8.88,0.0793,629
Uruguay,2011,5.67,0.0789,636
Uruguay,2012,3.92,0.0782,647
Uruguay,2013,4.2,0.0772,645
Uzbekistan,1990,-2.54,0.101,1610
Uzbekistan,1991,-0.596,0.101,1660
Uzbekistan,1992,-11,0.101,1730
Uzbekistan,1993,-2.04,0.1,1830
Uzbekistan,1994,-4.93,0.101,1940
Uzbekistan,1995,-0.607,0.101,2100
Uzbekistan,1996,1.94,0.102,2260
Uzbekistan,1997,5.31,0.103,2380
Uzbekistan,1998,4.37,0.105,2420
Uzbekistan,1999,4.2,0.107,2550
Uzbekistan,2000,3.63,0.109,2650
Uzbekistan,2001,3.95,0.111,2720
Uzbekistan,2002,3.49,0.113,2720
Uzbekistan,2003,3.59,0.115,2720
Uzbekistan,2004,6.86,0.117,2790
Uzbekistan,2005,6.22,0.118,2850
Uzbekistan,2006,7.18,0.118,2940
Uzbekistan,2007,9.05,0.118,3010
Uzbekistan,2008,8.72,0.117,3050
Uzbekistan,2009,7.63,0.115,3090
Uzbekistan,2010,7.84,0.113,3110
Uzbekistan,2011,7.29,0.109,3220
Uzbekistan,2012,7.06,0.104,3300
Uzbekistan,2013,7.45,0.0997,3360
Vanuatu,1990,4.69,0.1,21.8
Vanuatu,1991,12,0.101,22.9
Vanuatu,1992,-0.816,0.102,24.1
Vanuatu,1993,4.41,0.103,25
Vanuatu,1994,2.46,0.103,25.8
Vanuatu,1995,4.6,0.104,26.5
Vanuatu,1996,7.09,0.106,26.9
Vanuatu,1997,4.85,0.108,27.4
Vanuatu,1998,4.26,0.109,28
Vanuatu,1999,-3.19,0.11,28.5
Vanuatu,2000,2.69,0.111,28.9
Vanuatu,2001,-2.67,0.111,29.5
Vanuatu,2002,-7.14,0.11,30.3
Vanuatu,2003,3.31,0.109,31
Vanuatu,2004,5.63,0.108,31.8
Vanuatu,2005,6.93,0.107,32.6
Vanuatu,2006,8.84,0.108,33.5
Vanuatu,2007,5.49,0.106,34.5
Vanuatu,2008,6.72,0.102,35.2
Vanuatu,2009,3.54,0.098,35.9
Vanuatu,2010,1.85,0.0944,36.5
Vanuatu,2011,1.63,0.0961,37.1
Vanuatu,2012,1.94,0.0982,37.8
Vanuatu,2013,-1.02,0.099,38.6
Venezuela,1990,5.5,0.103,1160
Venezuela,1991,8.15,0.103,1250
Venezuela,1992,7.25,0.103,1350
Venezuela,1993,0.373,0.103,1450
Venezuela,1994,-3.83,0.103,1570
Venezuela,1995,2.4,0.103,1660
Venezuela,1996,-0.0496,0.103,1730
Venezuela,1997,6.67,0.102,1790
Venezuela,1998,0.497,0.102,1940
Venezuela,1999,-5.86,0.101,2010
Venezuela,2000,4.02,0.101,2120
Venezuela,2001,3.74,0.101,2220
Venezuela,2002,-8.74,0.101,2270
Venezuela,2003,-7.56,0.102,2390
Venezuela,2004,18.9,0.102,2340
Venezuela,2005,10.2,0.101,2340
Venezuela,2006,10.3,0.1,2460
Venezuela,2007,8.8,0.099,2560
Venezuela,2008,5.31,0.0976,2640
Venezuela,2009,-3.18,0.0962,2680
Venezuela,2010,-1.47,0.0949,2610
Venezuela,2011,4.21,0.0936,2660
Venezuela,2012,5.64,0.0924,2780
Venezuela,2013,0.92,0.0912,2760
Vietnam,1990,5.08,0.107,6180
Vietnam,1991,5.93,0.106,6320
Vietnam,1992,8.94,0.105,6470
Vietnam,1993,8.27,0.104,6630
Vietnam,1994,8.91,0.103,6780
Vietnam,1995,9.54,0.102,6910
Vietnam,1996,9.25,0.102,7000
Vietnam,1997,7.99,0.102,7080
Vietnam,1998,5.58,0.103,7170
Vietnam,1999,4.61,0.104,7250
Vietnam,2000,6.65,0.104,7280
Vietnam,2001,6.81,0.105,7350
Vietnam,2002,7.04,0.106,7360
Vietnam,2003,7.26,0.106,7390
Vietnam,2004,7.82,0.106,7390
Vietnam,2005,8.44,0.106,7410
Vietnam,2006,8.05,0.106,7400
Vietnam,2007,8.37,0.105,7360
Vietnam,2008,6.22,0.105,7340
Vietnam,2009,5.22,0.103,7390
Vietnam,2010,6.67,0.1,7430
Vietnam,2011,5.75,0.0961,7480
Vietnam,2012,5.25,0.0906,7530
Vietnam,2013,5.41,0.0845,7590
Yemen,1990,0.991,0.106,464
Yemen,1991,1.46,0.103,493
Yemen,1992,6.33,0.102,524
Yemen,1993,4.15,0.101,559
Yemen,1994,3.26,0.101,595
Yemen,1995,12,0.102,628
Yemen,1996,6.46,0.104,648
Yemen,1997,8.12,0.106,668
Yemen,1998,4.59,0.108,691
Yemen,1999,3.36,0.11,723
Yemen,2000,5.78,0.112,754
Yemen,2001,3.44,0.114,787
Yemen,2002,3.55,0.116,824
Yemen,2003,3.35,0.118,861
Yemen,2004,3.63,0.12,898
Yemen,2005,4.26,0.122,931
Yemen,2006,3.18,0.123,962
Yemen,2007,3.35,0.124,997
Yemen,2008,3.66,0.126,1030
Yemen,2009,3.88,0.126,1070
Yemen,2010,7.81,0.125,1110
Yemen,2011,-10.4,0.123,1160
Yemen,2012,2.5,0.121,1210
Yemen,2013,4.48,0.118,1260
Zambia,1990,0.749,0.111,416
Zambia,1991,-1.96,0.112,464
Zambia,1992,-1.73,0.112,507
Zambia,1993,6.8,0.113,554
Zambia,1994,-8.6,0.114,608
Zambia,1995,-2.5,0.114,670
Zambia,1996,6.59,0.115,720
Zambia,1997,3.3,0.115,762
Zambia,1998,-1.86,0.115,806
Zambia,1999,2.22,0.115,841
Zambia,2000,3.55,0.115,880
Zambia,2001,4.89,0.114,914
Zambia,2002,3.3,0.113,948
Zambia,2003,4.31,0.112,998
Zambia,2004,6.18,0.112,1020
Zambia,2005,5.22,0.112,1050
Zambia,2006,6.2,0.111,1080
Zambia,2007,6.31,0.11,1100
Zambia,2008,6.01,0.11,1120
Zambia,2009,6.1,0.11,1140
Zambia,2010,7.11,0.11,1170
Zambia,2011,6.6,0.11,1210
Zambia,2012,7.04,0.11,1240
Zambia,2013,5.85,0.11,1270
Zimbabwe,1990,6.98,0.114,728
Zimbabwe,1991,5.61,0.116,670
Zimbabwe,1992,-8.94,0.117,689
Zimbabwe,1993,1.13,0.12,727
Zimbabwe,1994,9.3,0.122,796
Zimbabwe,1995,0.187,0.123,934
Zimbabwe,1996,10.3,0.124,972
Zimbabwe,1997,2.64,0.124,1070
Zimbabwe,1998,2.81,0.124,1220
Zimbabwe,1999,-0.915,0.125,1360
Zimbabwe,2000,-3.17,0.126,1550
Zimbabwe,2001,1.3,0.126,1600
Zimbabwe,2002,-9.05,0.126,1730
Zimbabwe,2003,-17.2,0.128,1780
Zimbabwe,2004,-6.07,0.129,1870
Zimbabwe,2005,-6.04,0.129,1910
Zimbabwe,2006,-3.88,0.127,1930
Zimbabwe,2007,-4.14,0.125,1940
Zimbabwe,2008,-18.1,0.122,1980
Zimbabwe,2009,5.31,0.12,1990
Zimbabwe,2010,8.89,0.118,2000
Zimbabwe,2011,9.79,0.115,2000
Zimbabwe,2012,10,0.112,2010
Zimbabwe,2013,4.29,0.111,2030
